ReleasePackageName,ReleasePackageVersion,ReleaseNumber,ReleaseARCH,ReleaseSizeBytes,ReleaseSourceRPM
PackageKit-glib,1.2.8,8.el10,x86_64,541024,PackageKit-1.2.8-8.el10.src.rpm
xdg-dbus-proxy,0.1.5,4.el10,x86_64,91225,xdg-dbus-proxy-0.1.5-4.el10.src.rpm
xkbcomp,1.4.7,3.el10,x86_64,222534,xkbcomp-1.4.7-3.el10.src.rpm
libdvdnav,6.1.1,10.el10,x86_64,122940,libdvdnav-6.1.1-10.el10.src.rpm
libgsf,1.14.53,2.el10,x86_64,986452,libgsf-1.14.53-2.el10.src.rpm
gnome-menus,3.36.0,16.el10,x86_64,648334,gnome-menus-3.36.0-16.el10.src.rpm
libgee,0.20.6,8.el10,x86_64,983831,libgee-0.20.6-8.el10.src.rpm
low-memory-monitor,2.1,12.el10,x86_64,71774,low-memory-monitor-2.1-12.el10.src.rpm
qpdf-libs,11.8.0,5.el10,x86_64,2882262,qpdf-11.8.0-5.el10.src.rpm
libatasmart,0.19,30.el10,x86_64,121351,libatasmart-0.19-30.el10.src.rpm
libutempter,1.2.1,15.el10,x86_64,59089,libutempter-1.2.1-15.el10.src.rpm
hunspell-en,0.20201207,11.el10,noarch,1128580,hunspell-en-0.20201207-11.el10.src.rpm
libbytesize,2.10,5.el10,x86_64,91845,libbytesize-2.10-5.el10.src.rpm
libmpc,1.3.1,7.el10,x86_64,164516,libmpc-1.3.1-7.el10.src.rpm
libXres,1.2.2,5.el10,x86_64,21362,libXres-1.2.2-5.el10.src.rpm
libXv,1.0.12,5.el10,x86_64,26705,libXv-1.0.12-5.el10.src.rpm
libXxf86vm,1.1.5,8.el10,x86_64,25939,libXxf86vm-1.1.5-8.el10.src.rpm
libglvnd-glx,1.7.0,7.el10,x86_64,615814,libglvnd-1.7.0-7.el10.src.rpm
libva,2.22.0,2.el10,x86_64,358144,libva-2.22.0-2.el10.src.rpm
libXpm,3.5.17,5.el10,x86_64,152003,libXpm-3.5.17-5.el10.src.rpm
xprop,1.2.7,3.el10,x86_64,56121,xprop-1.2.7-3.el10.src.rpm
libxkbcommon-x11,1.7.0,4.el10,x86_64,40536,libxkbcommon-1.7.0-4.el10.src.rpm
xcb-util,0.4.1,7.el10,x86_64,31077,xcb-util-0.4.1-7.el10.src.rpm
startup-notification,0.12,31.el10,x86_64,100510,startup-notification-0.12-31.el10.src.rpm
libpcap,1.10.4,7.el10,x86_64,411554,libpcap-1.10.4-7.el10.src.rpm
keyutils,1.6.3,5.el10,x86_64,159604,keyutils-1.6.3-5.el10.src.rpm
libcomps,0.1.21,3.el10,x86_64,210319,libcomps-0.1.21-3.el10.src.rpm
xz,5.6.2,4.el10_0,x86_64,1244800,xz-5.6.2-4.el10_0.src.rpm
editorconfig-libs,0.12.9,3.el10,x86_64,39346,editorconfig-0.12.9-3.el10.src.rpm
graphite2,1.3.14,17.el10,x86_64,200679,graphite2-1.3.14-17.el10.src.rpm
freetype,2.13.2,8.el10,x86_64,870983,freetype-2.13.2-8.el10.src.rpm
harfbuzz,8.4.0,6.el10,x86_64,2724924,harfbuzz-8.4.0-6.el10.src.rpm
libconfig,1.7.3,10.el10,x86_64,226707,libconfig-1.7.3-10.el10.src.rpm
snappy,1.1.10,7.el10,x86_64,68613,snappy-1.1.10-7.el10.src.rpm
libcdio,2.1.0,15.el10,x86_64,635912,libcdio-2.1.0-15.el10.src.rpm
liblerc,4.0.0,8.el10,x86_64,630269,liblerc-4.0.0-8.el10.src.rpm
soundtouch,2.3.1,8.el10,x86_64,246474,soundtouch-2.3.1-8.el10.src.rpm
pigz,2.8,7.el10,x86_64,166254,pigz-2.8-7.el10.src.rpm
libfontenc,1.1.7,5.el10,x86_64,66518,libfontenc-1.1.7-5.el10.src.rpm
hostname,3.23,14.el10,x86_64,50752,hostname-3.23-14.el10.src.rpm
less,661,3.el10,x86_64,410901,less-661-3.el10.src.rpm
mtools,4.0.43,7.el10,x86_64,360238,mtools-4.0.43-7.el10.src.rpm
psmisc,23.6,8.el10,x86_64,816277,psmisc-23.6-8.el10.src.rpm
memstrack,0.2.5,6.el10,x86_64,122996,memstrack-0.2.5-6.el10.src.rpm
dosfstools,4.2,12.el10,x86_64,433415,dosfstools-4.2-12.el10.src.rpm
fuse-libs,2.9.9,25.el10,x86_64,312294,fuse-2.9.9-25.el10.src.rpm
gettext-envsubst,0.22.5,6.el10,x86_64,80794,gettext-0.22.5-6.el10.src.rpm
gettext-runtime,0.22.5,6.el10,x86_64,492833,gettext-0.22.5-6.el10.src.rpm
gettext,0.22.5,6.el10,x86_64,5454625,gettext-0.22.5-6.el10.src.rpm
hdparm,9.65,6.el10,x86_64,193428,hdparm-9.65-6.el10.src.rpm
libdex,0.8.1,1.el10,x86_64,226589,libdex-0.8.1-1.el10.src.rpm
libcbor,0.11.0,3.el10,x86_64,75663,libcbor-0.11.0-3.el10.src.rpm
libdaemon,0.14,31.el10,x86_64,69943,libdaemon-0.14-31.el10.src.rpm
libndp,1.9,2.el10,x86_64,92345,libndp-1.9-2.el10.src.rpm
libnfnetlink,1.0.2,3.el10,x86_64,55515,libnfnetlink-1.0.2-3.el10.src.rpm
libnetfilter_conntrack,1.0.9,12.el10,x86_64,138738,libnetfilter_conntrack-1.0.9-12.el10.src.rpm
libpipeline,1.5.7,7.el10,x86_64,127275,libpipeline-1.5.7-7.el10.src.rpm
libpkgconf,2.1.0,3.el10,x86_64,80073,pkgconf-2.1.0-3.el10.src.rpm
pkgconf,2.1.0,3.el10,x86_64,84378,pkgconf-2.1.0-3.el10.src.rpm
pkgconf-pkg-config,2.1.0,3.el10,x86_64,989,pkgconf-2.1.0-3.el10.src.rpm
mallard-rng,1.1.0,14.el10,noarch,155356,mallard-rng-1.1.0-14.el10.src.rpm
libverto,0.3.2,10.el10,x86_64,30157,libverto-0.3.2-10.el10.src.rpm
lzo,2.10,14.el10,x86_64,166763,lzo-2.10-14.el10.src.rpm
mpdecimal,2.5.1,12.el10,x86_64,205695,mpdecimal-2.5.1-12.el10.src.rpm
nettle,3.10.1,1.el10,x86_64,1165799,nettle-3.10.1-1.el10.src.rpm
oniguruma,6.9.9,7.el10,x86_64,768791,oniguruma-6.9.9-7.el10.src.rpm
pcsc-lite-libs,2.2.3,2.el10,x86_64,65565,pcsc-lite-2.2.3-2.el10.src.rpm
fstrm,0.6.1,12.el10,x86_64,55924,fstrm-0.6.1-12.el10.src.rpm
jbigkit-libs,2.1,31.el10,x86_64,120383,jbigkit-2.1-31.el10.src.rpm
libXdmcp,1.1.4,5.el10,x86_64,80179,libXdmcp-1.1.4-5.el10.src.rpm
liba52,0.7.4,50.el10,x86_64,88027,a52dec-0.7.4-50.el10.src.rpm
libasyncns,0.8,30.el10,x86_64,60806,libasyncns-0.8-30.el10.src.rpm
pulseaudio-libs,17.0,6.el10,x86_64,3579861,pulseaudio-17.0-6.el10.src.rpm
pulseaudio-libs-glib2,17.0,6.el10,x86_64,20148,pulseaudio-17.0-6.el10.src.rpm
libao,1.2.0,29.el10,x86_64,131415,libao-1.2.0-29.el10.src.rpm
pcaudiolib,1.1,20.el10,x86_64,62219,pcaudiolib-1.1-20.el10.src.rpm
espeak-ng,1.51.1,10.el10,x86_64,12718686,espeak-ng-1.51.1-10.el10.src.rpm
libdatrie,0.2.13,11.el10,x86_64,59289,libdatrie-0.2.13-11.el10.src.rpm
libthai,0.1.29,10.el10,x86_64,802278,libthai-0.1.29-10.el10.src.rpm
libestr,0.1.11,11.el10,x86_64,50095,libestr-0.1.11-11.el10.src.rpm
libfastjson,1.2304.0,6.el10,x86_64,75609,libfastjson-1.2304.0-6.el10.src.rpm
libijs,0.35,24.el10,x86_64,67204,libijs-0.35-24.el10.src.rpm
libiptcdata,1.0.5,20.el10,x86_64,168093,libiptcdata-1.0.5-20.el10.src.rpm
libldac,2.0.2.3,17.el10,x86_64,80237,libldac-2.0.2.3-17.el10.src.rpm
liblouis,3.28.0,7.el10,x86_64,481185,liblouis-3.28.0-7.el10.src.rpm
libmaxminddb,1.9.1,4.el10,x86_64,88472,libmaxminddb-1.9.1-4.el10.src.rpm
libmpeg2,0.5.1,31.el10,x86_64,183277,libmpeg2-0.5.1-31.el10.src.rpm
libmspack,0.10.1,0.14.alpha.el10,x86_64,151314,libmspack-0.10.1-0.14.alpha.el10.src.rpm
libnet,1.3,7.el10,x86_64,139785,libnet-1.3-7.el10.src.rpm
libpaper,2.1.1,7.el10,x86_64,50005,libpaper-2.1.1-7.el10.src.rpm
libsamplerate,0.2.2,10.el10,x86_64,1503614,libsamplerate-0.2.2-10.el10.src.rpm
libxcvt,0.1.2,9.el10,x86_64,19030,libxcvt-0.1.2-9.el10.src.rpm
mtdev,1.1.6,10.el10,x86_64,25877,mtdev-1.1.6-10.el10.src.rpm
pcre2-utf32,10.44,1.el10.3,x86_64,583632,pcre2-10.44-1.el10.3.src.rpm
twolame-libs,0.4.0,6.el10,x86_64,169552,twolame-0.4.0-6.el10.src.rpm
wavpack,5.6.0,9.el10,x86_64,559926,wavpack-5.6.0-9.el10.src.rpm
kbd-misc,2.6.4,7.el10,noarch,2623568,kbd-2.6.4-7.el10.src.rpm
kbd-legacy,2.6.4,7.el10,noarch,580739,kbd-2.6.4-7.el10.src.rpm
kbd,2.6.4,7.el10,x86_64,1588765,kbd-2.6.4-7.el10.src.rpm
fuse-common,3.16.2,5.el10,x86_64,38,fuse3-3.16.2-5.el10.src.rpm
fuse3,3.16.2,5.el10,x86_64,128974,fuse3-3.16.2-5.el10.src.rpm
fontconfig,2.15.0,7.el10,x86_64,789538,fontconfig-2.15.0-7.el10.src.rpm
cairo,1.18.2,2.el10,x86_64,1818236,cairo-1.18.2-2.el10.src.rpm
cairo-gobject,1.18.2,2.el10,x86_64,36040,cairo-1.18.2-2.el10.src.rpm
libtirpc,1.3.5,1.el10,x86_64,207610,libtirpc-1.3.5-1.el10.src.rpm
gzip,1.13,3.el10,x86_64,402458,gzip-1.13-3.el10.src.rpm
which,2.21,44.el10_0,x86_64,81642,which-2.21-44.el10_0.src.rpm
cracklib,2.9.11,8.el10,x86_64,245085,cracklib-2.9.11-8.el10.src.rpm
gjs,1.80.2,11.el10,x86_64,15474590,gjs-1.80.2-11.el10.src.rpm
cairomm1.16,1.18.0,6.el10,x86_64,228594,cairomm1.16-1.18.0-6.el10.src.rpm
libevent,2.1.12,16.el10,x86_64,917042,libevent-2.1.12-16.el10.src.rpm
avahi-libs,0.9~rc2,2.el10_0,x86_64,181938,avahi-0.9~rc2-2.el10_0.src.rpm
avahi,0.9~rc2,2.el10_0,x86_64,1635012,avahi-0.9~rc2-2.el10_0.src.rpm
avahi-glib,0.9~rc2,2.el10_0,x86_64,19970,avahi-0.9~rc2-2.el10_0.src.rpm
libfido2,1.14.0,7.el10,x86_64,243444,libfido2-1.14.0-7.el10.src.rpm
libjose,14,102.el10,x86_64,157732,jose-14-102.el10.src.rpm
jose,14,102.el10,x86_64,124466,jose-14-102.el10.src.rpm
gutenprint,5.3.4,18.el10,x86_64,27624898,gutenprint-5.3.4-18.el10.src.rpm
cups-pk-helper,0.2.7,9.el10,x86_64,388111,cups-pk-helper-0.2.7-9.el10.src.rpm
libsane-airscan,0.99.27,14.el10,x86_64,280373,sane-airscan-0.99.27-14.el10.src.rpm
cracklib-dicts,2.9.11,8.el10,x86_64,9815811,cracklib-2.9.11-8.el10.src.rpm
libpwquality,1.4.5,12.el10,x86_64,427730,libpwquality-1.4.5-12.el10.src.rpm
libgxps,0.3.2,10.el10,x86_64,196791,libgxps-0.3.2-10.el10.src.rpm
libXft,2.3.8,8.el10,x86_64,168381,libXft-2.3.8-8.el10.src.rpm
pango,1.54.0,3.el10,x86_64,1024073,pango-1.54.0-3.el10.src.rpm
librsvg2,2.57.1,9.el10,x86_64,4356991,librsvg2-2.57.1-9.el10.src.rpm
rsvg-pixbuf-loader,2.57.1,9.el10,x86_64,15784,librsvg2-2.57.1-9.el10.src.rpm
librsvg2-tools,2.57.1,9.el10,x86_64,5374950,librsvg2-2.57.1-9.el10.src.rpm
glycin-loaders,1.0.1,1.el10,x86_64,11979063,glycin-loaders-1.0.1-1.el10.src.rpm
pangomm2.48,2.50.2,4.el10,x86_64,306064,pangomm2.48-2.50.2-4.el10.src.rpm
appstream,1.0.2,5.el10,x86_64,3678567,appstream-1.0.2-5.el10.src.rpm
polkit-pkla-compat,0.1,30.el10,x86_64,95981,polkit-pkla-compat-0.1-30.el10.src.rpm
crontabs,1.11^20190603git9e74f2d,6.el10,noarch,21331,crontabs-1.11^20190603git9e74f2d-6.el10.src.rpm
initscripts-service,10.26,2.el10,noarch,5832,initscripts-10.26-2.el10.src.rpm
speech-dispatcher,0.11.5,8.el10,x86_64,28199158,speech-dispatcher-0.11.5-8.el10.src.rpm
speech-dispatcher-espeak-ng,0.11.5,8.el10,x86_64,68418,speech-dispatcher-0.11.5-8.el10.src.rpm
ModemManager,1.22.0,7.el10,x86_64,4636009,ModemManager-1.22.0-7.el10.src.rpm
rtkit,0.11,68.el10,x86_64,149935,rtkit-0.11-68.el10.src.rpm
libkcapi,1.5.0,3.el10,x86_64,101245,libkcapi-1.5.0-3.el10.src.rpm
libkcapi-hasher,1.5.0,3.el10,x86_64,37113,libkcapi-1.5.0-3.el10.src.rpm
libkcapi-hmaccalc,1.5.0,3.el10,x86_64,175,libkcapi-1.5.0-3.el10.src.rpm
lockdev,1.0.4,0.46.20111007git.el10,x86_64,76453,lockdev-1.0.4-0.46.20111007git.el10.src.rpm
iio-sensor-proxy,3.5,5.el10,x86_64,156865,iio-sensor-proxy-3.5-5.el10.src.rpm
libbabeltrace,1.5.11,9.el10,x86_64,527573,babeltrace-1.5.11-9.el10.src.rpm
libproxy,0.5.5,4.el10,x86_64,117874,libproxy-0.5.5-4.el10.src.rpm
glib-networking,2.80.0,3.el10,x86_64,739921,glib-networking-2.80.0-3.el10.src.rpm
geocode-glib,3.26.4,14.el10,x86_64,236511,geocode-glib-3.26.4-14.el10.src.rpm
libgweather,4.4.4,3.el10,x86_64,23918884,libgweather-4.4.4-3.el10.src.rpm
geoclue2,2.7.2,1.el10,x86_64,413413,geoclue2-2.7.2-1.el10.src.rpm
geoclue2-libs,2.7.2,1.el10,x86_64,175225,geoclue2-2.7.2-1.el10.src.rpm
osinfo-db-tools,1.11.0,8.el10,x86_64,194949,osinfo-db-tools-1.11.0-8.el10.src.rpm
libosinfo,1.11.0,8.el10,x86_64,1254036,libosinfo-1.11.0-8.el10.src.rpm
os-prober,1.81,9.el10,x86_64,117173,os-prober-1.81-9.el10.src.rpm
kernel-modules-core,6.12.0,55.32.1.el10_0,x86_64,27947459,kernel-6.12.0-55.32.1.el10_0.src.rpm
kernel-core,6.12.0,55.32.1.el10_0,x86_64,71679598,kernel-6.12.0-55.32.1.el10_0.src.rpm
kernel-modules,6.12.0,55.32.1.el10_0,x86_64,38581984,kernel-6.12.0-55.32.1.el10_0.src.rpm
kernel-modules-extra,6.12.0,55.32.1.el10_0,x86_64,1401665,kernel-6.12.0-55.32.1.el10_0.src.rpm
sane-airscan,0.99.27,14.el10,x86_64,170359,sane-airscan-0.99.27-14.el10.src.rpm
sane-backends-drivers-cameras,1.2.1,10.el10,x86_64,12940771,sane-backends-1.2.1-10.el10.src.rpm
sane-backends-libs,1.2.1,10.el10,x86_64,98510,sane-backends-1.2.1-10.el10.src.rpm
sane-backends,1.2.1,10.el10,x86_64,3051860,sane-backends-1.2.1-10.el10.src.rpm
sane-backends-drivers-scanners,1.2.1,10.el10,x86_64,12427656,sane-backends-1.2.1-10.el10.src.rpm
flashrom,1.3.0,8.el10,x86_64,1749039,flashrom-1.3.0-8.el10.src.rpm
python3-dbus,1.3.2,8.el10,x86_64,539945,dbus-python-1.3.2-8.el10.src.rpm
python3-gobject-base-noarch,3.46.0,7.el10,noarch,873384,pygobject3-3.46.0-7.el10.src.rpm
python3-gobject-base,3.46.0,7.el10,x86_64,598512,pygobject3-3.46.0-7.el10.src.rpm
python3-six,1.16.0,16.el10,noarch,120439,python-six-1.16.0-16.el10.src.rpm
python3-attrs,23.2.0,7.el10,noarch,382200,python-attrs-23.2.0-7.el10.src.rpm
python3-pyyaml,6.0.1,19.el10,x86_64,800922,PyYAML-6.0.1-19.el10.src.rpm
python3-rpds-py,0.17.1,6.el10,x86_64,743381,python-rpds-py-0.17.1-6.el10.src.rpm
python3-referencing,0.31.1,6.el10,noarch,320360,python-referencing-0.31.1-6.el10.src.rpm
python3-setuptools,69.0.3,12.el10_0,noarch,7489822,python-setuptools-69.0.3-12.el10_0.src.rpm
python3-systemd,235,11.el10,x86_64,361960,python-systemd-235-11.el10.src.rpm
switcheroo-control,2.6,7.el10,x86_64,104839,switcheroo-control-2.6-7.el10.src.rpm
python3-jsonschema-specifications,2023.11.2,6.el10,noarch,46869,python-jsonschema-specifications-2023.11.2-6.el10.src.rpm
python3-jsonschema,4.19.1,7.el10,noarch,870395,python-jsonschema-4.19.1-7.el10.src.rpm
itstool,2.0.7,10.el10,noarch,137602,itstool-2.0.7-10.el10.src.rpm
python3-requests,2.32.4,1.el10_0,noarch,488211,python-requests-2.32.4-1.el10_0.src.rpm
python3-dateutil,2.9.0.post0,1.el10_0,noarch,880820,python-dateutil-2.9.0.post0-1.el10_0.src.rpm
libstoragemgmt,1.10.1,4.el10,x86_64,706962,libstoragemgmt-1.10.1-4.el10.src.rpm
python3-libstoragemgmt,1.10.1,4.el10,x86_64,1010514,libstoragemgmt-1.10.1-4.el10.src.rpm
python3-dasbus,1.7,8.el10,noarch,413788,python-dasbus-1.7-8.el10.src.rpm
python3-libcomps,0.1.21,3.el10,x86_64,146842,libcomps-0.1.21-3.el10.src.rpm
pcsc-lite-ccid,1.6.0,2.el10,x86_64,413717,pcsc-lite-ccid-1.6.0-2.el10.src.rpm
pcsc-lite,2.2.3,2.el10,x86_64,220161,pcsc-lite-2.2.3-2.el10.src.rpm
gpgme,1.23.2,6.el10,x86_64,609627,gpgme-1.23.2-6.el10.src.rpm
gpgmepp,1.23.2,6.el10,x86_64,430341,gpgme-1.23.2-6.el10.src.rpm
python3-inotify,0.9.6,36.el10,noarch,309476,python-inotify-0.9.6-36.el10.src.rpm
python3-packaging,24.2,2.el10,noarch,570729,python-packaging-24.2-2.el10.src.rpm
python3-ptyprocess,0.7.0,9.el10,noarch,81852,python-ptyprocess-0.7.0-9.el10.src.rpm
python3-pexpect,4.9.0,6.el10,noarch,644432,python-pexpect-4.9.0-6.el10.src.rpm
python3-pyudev,0.24.1,10.el10,noarch,349883,python-pyudev-0.24.1-10.el10.src.rpm
brlapi,0.8.5,16.el10,x86_64,614734,brltty-6.6-16.el10.src.rpm
brltty,6.6,16.el10,x86_64,8086365,brltty-6.6-16.el10.src.rpm
python3-brlapi,0.8.5,16.el10,x86_64,327481,brltty-6.6-16.el10.src.rpm
libcap-ng-python3,0.8.4,6.el10,x86_64,68998,libcap-ng-0.8.4-6.el10.src.rpm
python3-cairo,1.25.1,5.el10,x86_64,504310,pycairo-1.25.1-5.el10.src.rpm
python3-gobject,3.46.0,7.el10,x86_64,24403,pygobject3-3.46.0-7.el10.src.rpm
python3-pyatspi,2.46.1,5.el10,noarch,446589,pyatspi-2.46.1-5.el10.src.rpm
python3-cups,2.0.1,23.el10,x86_64,236121,python-cups-2.0.1-23.el10.src.rpm
python3-distro,1.9.0,5.el10,noarch,206640,python-distro-1.9.0-5.el10.src.rpm
python3-louis,3.28.0,7.el10,noarch,44147,liblouis-3.28.0-7.el10.src.rpm
python3-lxml,5.2.1,4.el10,x86_64,5186202,python-lxml-5.2.1-4.el10.src.rpm
python3-pam,2.0.2,10.el10,noarch,59839,python-pam-2.0.2-10.el10.src.rpm
python3-speechd,0.11.5,8.el10,x86_64,252332,speech-dispatcher-0.11.5-8.el10.src.rpm
wsdd,0.8,3.el10,noarch,98982,wsdd-0.8-3.el10.src.rpm
perl-Digest,1.20,511.el10,noarch,36060,perl-Digest-1.20-511.el10.src.rpm
perl-Digest-MD5,2.59,6.el10,x86_64,61168,perl-Digest-MD5-2.59-6.el10.src.rpm
perl-Data-Dumper,2.189,512.el10,x86_64,114342,perl-Data-Dumper-2.189-512.el10.src.rpm
perl-libnet,3.15,512.el10,noarch,295890,perl-libnet-3.15-512.el10.src.rpm
perl-URI,5.27,3.el10,noarch,245507,perl-URI-5.27-3.el10.src.rpm
perl-Text-Tabs+Wrap,2024.001,511.el10,noarch,23045,perl-Text-Tabs+Wrap-2024.001-511.el10.src.rpm
perl-IO-Socket-IP,0.42,512.el10,noarch,100992,perl-IO-Socket-IP-0.42-512.el10.src.rpm
perl-Time-Local,1.350,511.el10,noarch,70554,perl-Time-Local-1.350-511.el10.src.rpm
perl-IO-Socket-SSL,2.085,3.el10,noarch,701396,perl-IO-Socket-SSL-2.085-3.el10.src.rpm
perl-Pod-Escapes,1.07,511.el10,noarch,25476,perl-Pod-Escapes-1.07-511.el10.src.rpm
perl-Mozilla-CA,20231213,5.el10,noarch,9370,perl-Mozilla-CA-20231213-5.el10.src.rpm
perl-Term-ANSIColor,5.01,512.el10,noarch,99820,perl-Term-ANSIColor-5.01-512.el10.src.rpm
perl-File-Temp,0.231.100,512.el10,noarch,166172,perl-File-Temp-0.231.100-512.el10.src.rpm
perl-Term-Cap,1.18,511.el10,noarch,29958,perl-Term-Cap-1.18-511.el10.src.rpm
perl-Pod-Simple,3.45,511.el10,noarch,573280,perl-Pod-Simple-3.45-511.el10.src.rpm
perl-HTTP-Tiny,0.088,512.el10,noarch,155788,perl-HTTP-Tiny-0.088-512.el10.src.rpm
perl-Socket,2.038,511.el10,x86_64,126969,perl-Socket-2.038-511.el10.src.rpm
perl-podlators,5.01,511.el10,noarch,315477,perl-podlators-5.01-511.el10.src.rpm
perl-Pod-Perldoc,3.28.01,512.el10,noarch,166972,perl-Pod-Perldoc-3.28.01-512.el10.src.rpm
perl-Text-ParseWords,3.31,511.el10,noarch,13839,perl-Text-ParseWords-3.31-511.el10.src.rpm
perl-Pod-Usage,2.03,511.el10,noarch,86712,perl-Pod-Usage-2.03-511.el10.src.rpm
perl-MIME-Base64,3.16,511.el10,x86_64,47172,perl-MIME-Base64-3.16-511.el10.src.rpm
perl-Scalar-List-Utils,1.63,511.el10,x86_64,148958,perl-Scalar-List-Utils-1.63-511.el10.src.rpm
perl-constant,1.33,512.el10,noarch,26840,perl-constant-1.33-512.el10.src.rpm
perl-Storable,3.32,511.el10,x86_64,242018,perl-Storable-3.32-511.el10.src.rpm
perl-parent,0.241,512.el10,noarch,9959,perl-parent-0.241-512.el10.src.rpm
perl-Getopt-Long,2.58,3.el10,noarch,147853,perl-Getopt-Long-2.58-3.el10.src.rpm
perl-Carp,1.54,511.el10,noarch,47652,perl-Carp-1.54-511.el10.src.rpm
perl-Exporter,5.78,511.el10,noarch,55539,perl-Exporter-5.78-511.el10.src.rpm
perl-PathTools,3.91,512.el10,x86_64,179827,perl-PathTools-3.91-512.el10.src.rpm
perl-Encode,3.21,511.el10,x86_64,4931658,perl-Encode-3.21-511.el10.src.rpm
perl-Math-BigInt,2.0030.03,3.el10,noarch,980465,perl-Math-BigInt-2.0030.03-3.el10.src.rpm
perl-DBD-SQLite,1.74,6.el10,x86_64,586477,perl-DBD-SQLite-1.74-6.el10.src.rpm
libtracker-sparql,3.7.3,4.el10,x86_64,1096758,tracker-3.7.3-4.el10.src.rpm
tracker,3.7.3,4.el10,x86_64,2394180,tracker-3.7.3-4.el10.src.rpm
libsrtp,2.3.0,16.el10,x86_64,128073,libsrtp-2.3.0-16.el10.src.rpm
sound-theme-freedesktop,0.8,23.el10,noarch,471450,sound-theme-freedesktop-0.8-23.el10.src.rpm
libcanberra,0.30,37.el10,x86_64,285351,libcanberra-0.30-37.el10.src.rpm
libcanberra-gtk3,0.30,37.el10,x86_64,72602,libcanberra-0.30-37.el10.src.rpm
gtksourceview5,5.14.2,1.el10,x86_64,5218477,gtksourceview5-5.14.2-1.el10.src.rpm
tecla,45.0,5.el10,x86_64,121458,tecla-45.0-5.el10.src.rpm
libnma-gtk4,1.10.6,9.el10,x86_64,365338,libnma-1.10.6-9.el10.src.rpm
evolution-data-server-langpacks,3.52.4,3.el10,noarch,9094025,evolution-data-server-3.52.4-3.el10.src.rpm
evolution-data-server,3.52.4,3.el10,x86_64,9063078,evolution-data-server-3.52.4-3.el10.src.rpm
gnome-autoar,0.4.5,2.el10,x86_64,163010,gnome-autoar-0.4.5-2.el10.src.rpm
gsound,1.0.3,10.el10,x86_64,83556,gsound-1.0.3-10.el10.src.rpm
gnome-bluetooth-libs,47.1,1.el10,x86_64,1073598,gnome-bluetooth-47.1-1.el10.src.rpm
gnome-bluetooth,47.1,1.el10,x86_64,96972,gnome-bluetooth-47.1-1.el10.src.rpm
gnome-tour,46.0,4.el10.rocky.0.1,x86_64,2473872,gnome-tour-46.0-4.el10.rocky.0.1.src.rpm
colord-gtk4,0.3.1,4.el10,x86_64,36444,colord-gtk-0.3.1-4.el10.src.rpm
gcr,4.3.0,1.el10,x86_64,143819,gcr-4.3.0-1.el10.src.rpm
gtkmm4.0,4.13.2,5.el10,x86_64,5500706,gtkmm4.0-4.13.2-5.el10.src.rpm
gcr3,3.41.1,10.el10,x86_64,1767903,gcr3-3.41.1-10.el10.src.rpm
gnome-keyring,42.1,20.el10,x86_64,3636086,gnome-keyring-42.1-20.el10.src.rpm
gnome-keyring-pam,42.1,20.el10,x86_64,32011,gnome-keyring-42.1-20.el10.src.rpm
gnome-color-manager,3.36.0,14.el10,x86_64,3420511,gnome-color-manager-3.36.0-14.el10.src.rpm
libdecor,0.2.2,5.el10,x86_64,173542,libdecor-0.2.2-5.el10.src.rpm
libhandy,1.8.3,4.el10,x86_64,1427494,libhandy-1.8.3-4.el10.src.rpm
libnma,1.10.6,9.el10,x86_64,1160980,libnma-1.10.6-9.el10.src.rpm
nm-connection-editor,1.36.0,4.el10,x86_64,1037992,network-manager-applet-1.36.0-4.el10.src.rpm
libwnck3,43.0,10.el10,x86_64,2167978,libwnck3-43.0-10.el10.src.rpm
xdg-user-dirs-gtk,0.11,6.el10,x86_64,209262,xdg-user-dirs-gtk-0.11-6.el10.src.rpm
urw-base35-bookman-fonts,20200910,21.el10,noarch,1428570,urw-base35-fonts-20200910-21.el10.src.rpm
urw-base35-c059-fonts,20200910,21.el10,noarch,1460518,urw-base35-fonts-20200910-21.el10.src.rpm
urw-base35-d050000l-fonts,20200910,21.el10,noarch,86336,urw-base35-fonts-20200910-21.el10.src.rpm
urw-base35-gothic-fonts,20200910,21.el10,noarch,1216723,urw-base35-fonts-20200910-21.el10.src.rpm
urw-base35-nimbus-mono-ps-fonts,20200910,21.el10,noarch,1100338,urw-base35-fonts-20200910-21.el10.src.rpm
urw-base35-nimbus-roman-fonts,20200910,21.el10,noarch,1429732,urw-base35-fonts-20200910-21.el10.src.rpm
urw-base35-nimbus-sans-fonts,20200910,21.el10,noarch,2505850,urw-base35-fonts-20200910-21.el10.src.rpm
urw-base35-p052-fonts,20200910,21.el10,noarch,1557220,urw-base35-fonts-20200910-21.el10.src.rpm
urw-base35-standard-symbols-ps-fonts,20200910,21.el10,noarch,45248,urw-base35-fonts-20200910-21.el10.src.rpm
urw-base35-z003-fonts,20200910,21.el10,noarch,400137,urw-base35-fonts-20200910-21.el10.src.rpm
urw-base35-fonts,20200910,21.el10,noarch,5478,urw-base35-fonts-20200910-21.el10.src.rpm
libgs,10.02.1,16.el10_0,x86_64,24333470,ghostscript-10.02.1-16.el10_0.src.rpm
ghostscript-tools-fonts,10.02.1,16.el10_0,noarch,2534,ghostscript-10.02.1-16.el10_0.src.rpm
