ReleasePackageName,ReleasePackageVersion,ReleaseNumber,ReleaseARCH,ReleaseSizeBytes,ReleaseSourceRPM
ghostscript-tools-printing,10.02.1,16.el10_0,noarch,3553,ghostscript-10.02.1-16.el10_0.src.rpm
ghostscript,10.02.1,16.el10_0,x86_64,35417,ghostscript-10.02.1-16.el10_0.src.rpm
libmodulemd,2.15.0,12.el10,x86_64,738544,libmodulemd-2.15.0-12.el10.src.rpm
color-filesystem,1,35.el10,noarch,151,color-filesystem-1-35.el10.src.rpm
colord,1.4.7,6.el10,x86_64,1715966,colord-1.4.7-6.el10.src.rpm
libppd,2.0.0,10.el10,x86_64,747264,libppd-2.0.0-10.el10.src.rpm
foomatic-db-ppds,4.0,83.20230810.el10,noarch,86254134,foomatic-db-4.0-83.20230810.el10.src.rpm
foomatic-db,4.0,83.20230810.el10,noarch,10183612,foomatic-db-4.0-83.20230810.el10.src.rpm
foomatic,4.0.13,33.el10,x86_64,661967,foomatic-4.0.13-33.el10.src.rpm
PackageKit,1.2.8,8.el10,x86_64,3057613,PackageKit-1.2.8-8.el10.src.rpm
system-config-printer-libs,1.5.18,11.el10,noarch,6496324,system-config-printer-1.5.18-11.el10.src.rpm
setroubleshoot-plugins,3.3.14,11.el10,noarch,2617478,setroubleshoot-plugins-3.3.14-11.el10.src.rpm
composefs-libs,1.0.8,1.el10,x86_64,144677,composefs-1.0.8-1.el10.src.rpm
fprintd,1.94.5,1.el10_0,x86_64,874133,fprintd-1.94.5-1.el10_0.src.rpm
fprintd-pam,1.94.5,1.el10_0,x86_64,35203,fprintd-1.94.5-1.el10_0.src.rpm
librelp,1.11.0,7.el10,x86_64,171777,librelp-1.11.0-7.el10.src.rpm
libshout,2.4.6,9.el10,x86_64,183496,libshout-2.4.6-9.el10.src.rpm
xmlsec1-openssl,1.2.39,3.el10,x86_64,300170,xmlsec1-1.2.39-3.el10.src.rpm
gnome-browser-connector,42.1,9.el10,x86_64,122465,gnome-browser-connector-42.1-9.el10.src.rpm
system-config-printer-udev,1.5.18,11.el10,x86_64,55126,system-config-printer-1.5.18-11.el10.src.rpm
PackageKit-command-not-found,1.2.8,8.el10,x86_64,36065,PackageKit-1.2.8-8.el10.src.rpm
pnm2ppa,1.13,6.el10,x86_64,934132,pnm2ppa-1.13-6.el10.src.rpm
gutenprint-cups,5.3.4,18.el10,x86_64,1114699,gutenprint-5.3.4-18.el10.src.rpm
gnome-disk-utility,46~alpha,3.el10,x86_64,6837948,gnome-disk-utility-46~alpha-3.el10.src.rpm
snapshot,46.3,1.el10,x86_64,1941430,snapshot-46.3-1.el10.src.rpm
gnome-system-monitor,46.0,1.el10,x86_64,5118982,gnome-system-monitor-46.0-1.el10.src.rpm
gnome-characters,46.0,3.el10,x86_64,2646998,gnome-characters-46.0-3.el10.src.rpm
gnome-clocks,46.0,1.el10,x86_64,1747932,gnome-clocks-46.0-1.el10.src.rpm
baobab,46.0,4.el10,x86_64,1690190,baobab-46.0-4.el10.src.rpm
gnome-font-viewer,46.0,1.el10,x86_64,1170371,gnome-font-viewer-46.0-1.el10.src.rpm
loupe,46.2,1.el10,x86_64,6393560,loupe-46.2-1.el10.src.rpm
rasdaemon,0.8.0,8.el10,x86_64,336740,rasdaemon-0.8.0-8.el10.src.rpm
enscript,1.6.6,36.el10,x86_64,1856082,enscript-1.6.6-36.el10.src.rpm
yelp-tools,42.1,8.el10,noarch,162901,yelp-tools-42.1-8.el10.src.rpm
PackageKit-gstreamer-plugin,1.2.8,8.el10,x86_64,24408,PackageKit-1.2.8-8.el10.src.rpm
blktrace,1.3.0,13.el10,x86_64,347639,blktrace-1.3.0-13.el10.src.rpm
paps,0.8.0,10.el10,x86_64,260446,paps-0.8.0-10.el10.src.rpm
kernel,6.12.0,55.32.1.el10_0,x86_64,0,kernel-6.12.0-55.32.1.el10_0.src.rpm
mcelog,202,1.el10,x86_64,182496,mcelog-202-1.el10.src.rpm
net-tools,2.0,0.73.20160912git.el10,x86_64,908234,net-tools-2.0-0.73.20160912git.el10.src.rpm
spice-vdagent,0.22.1,7.el10,x86_64,222713,spice-vdagent-0.22.1-7.el10.src.rpm
parted,3.6,7.el10,x86_64,2608788,parted-3.6-7.el10.src.rpm
PackageKit-gtk3-module,1.2.8,8.el10,x86_64,24260,PackageKit-1.2.8-8.el10.src.rpm
avahi-tools,0.9~rc2,2.el10_0,x86_64,104419,avahi-0.9~rc2-2.el10_0.src.rpm
lsof,4.98.0,7.el10,x86_64,592399,lsof-4.98.0-7.el10.src.rpm
initscripts-rename-device,10.26,2.el10,x86_64,16175,initscripts-10.26-2.el10.src.rpm
tcpdump,4.99.4,10.el10,x86_64,1281491,tcpdump-4.99.4-10.el10.src.rpm
bash-completion,2.11,16.el10,noarch,1052248,bash-completion-2.11-16.el10.src.rpm
langpacks-en,4.1,3.el10,noarch,400,langpacks-4.1-3.el10.src.rpm
xfsdump,3.2.0,1.el10,x86_64,936129,xfsdump-3.2.0-1.el10.src.rpm
efibootmgr,18,8.el10,x86_64,101414,efibootmgr-18-8.el10.src.rpm
plocate,1.1.22,10.el10,x86_64,534497,plocate-1.1.22-10.el10.src.rpm
wget,1.24.5,5.el10,x86_64,3507349,wget-1.24.5-5.el10.src.rpm
prefixdevname,0.2.0,4.el10,x86_64,2101174,rust-prefixdevname-0.2.0-4.el10.src.rpm
nano,8.1,3.el10,x86_64,2995364,nano-8.1-3.el10.src.rpm
mtr,0.95,11.el10,x86_64,197505,mtr-0.95-11.el10.src.rpm
bc,1.07.1,23.el10,x86_64,235086,bc-1.07.1-23.el10.src.rpm
bzip2,1.0.8,25.el10,x86_64,95093,bzip2-1.0.8-25.el10.src.rpm
ed,1.20,5.el10,x86_64,149884,ed-1.20-5.el10.src.rpm
dos2unix,7.5.2,3.el10,x86_64,851756,dos2unix-7.5.2-3.el10.src.rpm
lsscsi,0.32,15.el10,x86_64,119587,lsscsi-0.32-15.el10.src.rpm
symlinks,1.7,13.el10,x86_64,22416,symlinks-1.7-13.el10.src.rpm
time,1.9,25.el10,x86_64,84716,time-1.9-25.el10.src.rpm
tree,2.1.0,8.el10,x86_64,110278,tree-pkg-2.1.0-8.el10.src.rpm
default-fonts-other-sans,4.1,3.el10,noarch,391,langpacks-4.1-3.el10.src.rpm
default-fonts-core-math,4.1,3.el10,noarch,335,langpacks-4.1-3.el10.src.rpm
default-fonts-other-serif,4.1,3.el10,noarch,382,langpacks-4.1-3.el10.src.rpm
default-fonts-cjk-serif,4.1,3.el10,noarch,388,langpacks-4.1-3.el10.src.rpm
default-fonts-core-emoji,4.1,3.el10,noarch,338,langpacks-4.1-3.el10.src.rpm
dejavu-sans-fonts,2.37,25.el10,noarch,5772435,dejavu-fonts-2.37-25.el10.src.rpm
default-fonts-cjk-sans,4.1,3.el10,noarch,2240,langpacks-4.1-3.el10.src.rpm
default-fonts-cjk-mono,4.1,3.el10,noarch,395,langpacks-4.1-3.el10.src.rpm
default-fonts-core-serif,4.1,3.el10,noarch,354,langpacks-4.1-3.el10.src.rpm
default-fonts-core-mono,4.1,3.el10,noarch,361,langpacks-4.1-3.el10.src.rpm
default-fonts-other-mono,4.1,3.el10,noarch,389,langpacks-4.1-3.el10.src.rpm
dejavu-serif-fonts,2.37,25.el10,noarch,3481880,dejavu-fonts-2.37-25.el10.src.rpm
pt-sans-fonts,20141121,30.el10,noarch,3359740,pt-sans-fonts-20141121-30.el10.src.rpm
gutenprint-doc,5.3.4,18.el10,x86_64,980544,gutenprint-5.3.4-18.el10.src.rpm
gnome-user-docs,46.1,2.el10,noarch,57326501,gnome-user-docs-46.1-2.el10.src.rpm
bash-color-prompt,0.4.2,3.el10,noarch,23400,shell-color-prompt-0.4.2-3.el10.src.rpm
words,3.0,47.el10,noarch,4959394,words-3.0-47.el10.src.rpm
mailcap,2.1.54,8.el10,noarch,88071,mailcap-2.1.54-8.el10.src.rpm
gpg-pubkey,6fedfc85,682ae1a9,(none),0,(none)
libzip,1.10.1,5.el10,x86_64,135078,libzip-1.10.1-5.el10.src.rpm
php-pecl-zip,1.22.3,5.el10,x86_64,169707,php-pecl-zip-1.22.3-5.el10.src.rpm
php-pecl-apcu,5.1.23,5.el10,x86_64,150151,php-pecl-apcu-5.1.23-5.el10.src.rpm
gpg-pubkey,3228467c,613798eb,(none),0,(none)
libdisplay-info,0.2.0,4.el9,x86_64,216705,libdisplay-info-0.2.0-4.el9.src.rpm
gpg-pubkey,e37ed158,65785fa9,(none),0,(none)
open-sans-fonts,1.10,24.el10,noarch,2185780,open-sans-fonts-1.10-24.el10.src.rpm
libXt,1.3.0,5.el10,x86_64,448361,libXt-1.3.0-5.el10.src.rpm
jasper-libs,4.1.0,5.el10,x86_64,340810,jasper-4.1.0-5.el10.src.rpm
LibRaw,0.21.3,1.el10_0,x86_64,2446870,LibRaw-0.21.3-1.el10_0.src.rpm
imath,3.1.10,4.el10,x86_64,369518,imath-3.1.10-4.el10.src.rpm
graphviz,9.0.0,15.el10,x86_64,4429925,graphviz-9.0.0-15.el10.src.rpm
fftw-libs-double,3.3.10,15.el10,x86_64,3324533,fftw-3.3.10-15.el10.src.rpm
libwmf-lite,0.2.13,6.el10_0,x86_64,163514,libwmf-0.2.13-6.el10_0.src.rpm
libraqm,0.10.1,1.el10_0,x86_64,33476,libraqm-0.10.1-1.el10_0.src.rpm
liblqr-1,0.4.2,26.el10_0,x86_64,103608,liblqr-1-0.4.2-26.el10_0.src.rpm
perl-threads,2.40,511.el10,x86_64,113753,perl-threads-2.40-511.el10.src.rpm
make,4.4.1,9.el10,x86_64,1880247,make-4.4.1-9.el10.src.rpm
perl-threads-shared,1.69,511.el10,x86_64,81605,perl-threads-shared-1.69-511.el10.src.rpm
perl-Thread-Queue,3.14,511.el10,noarch,29532,perl-Thread-Queue-3.14-511.el10.src.rpm
xz-devel,5.6.2,4.el10_0,x86_64,261732,xz-5.6.2-4.el10_0.src.rpm
pcre2-utf16,10.44,1.el10.3,x86_64,612408,pcre2-10.44-1.el10.3.src.rpm
pcre2-devel,10.44,1.el10.3,x86_64,2057710,pcre2-10.44-1.el10.3.src.rpm
m4,1.4.19,11.el10,x86_64,607126,m4-1.4.19-11.el10.src.rpm
automake,1.16.5,20.el10,noarch,1826990,automake-1.16.5-20.el10.src.rpm
libverto-devel,0.3.2,10.el10,x86_64,26313,libverto-0.3.2-10.el10.src.rpm
keyutils-libs-devel,1.6.3,5.el10,x86_64,49397,keyutils-1.6.3-5.el10.src.rpm
libxcrypt-devel,4.4.36,10.el10,x86_64,30995,libxcrypt-4.4.36-10.el10.src.rpm
php-fedora-autoloader,1.0.1,7.el10_0,noarch,15123,php-fedora-autoloader-1.0.1-7.el10_0.src.rpm
php-pear,1.10.14,6.el10,noarch,2240374,php-pear-1.10.14-6.el10.src.rpm
kernel-modules-core,6.12.0,55.37.1.el10_0,x86_64,27952027,kernel-6.12.0-55.37.1.el10_0.src.rpm
kernel-core,6.12.0,55.37.1.el10_0,x86_64,71671350,kernel-6.12.0-55.37.1.el10_0.src.rpm
kernel-modules,6.12.0,55.37.1.el10_0,x86_64,38584076,kernel-6.12.0-55.37.1.el10_0.src.rpm
kernel-modules-extra,6.12.0,55.37.1.el10_0,x86_64,1401745,kernel-6.12.0-55.37.1.el10_0.src.rpm
kernel,6.12.0,55.37.1.el10_0,x86_64,0,kernel-6.12.0-55.37.1.el10_0.src.rpm
libgcc,14.3.1,4.4.el10,x86_64,277148,gcc-14.3.1-4.4.el10.src.rpm
linux-firmware-whence,20260707,23.1.el10_2,noarch,451794,linux-firmware-20260707-23.1.el10_2.src.rpm
crypto-policies,20260216,1.git0e54016.el10,noarch,121884,crypto-policies-20260216-1.git0e54016.el10.src.rpm
tzdata,2026c,1.el10_2,noarch,1917852,tzdata-2026c-1.el10_2.src.rpm
hwdata,0.379,10.8.el10,noarch,10296814,hwdata-0.379-10.8.el10.src.rpm
grub2-common,2.12,46.el10_2.rocky.0.1,noarch,6480782,grub2-2.12-46.el10_2.rocky.0.1.src.rpm
glibc-all-langpacks,2.39,128.el10_2,x86_64,234414577,glibc-2.39-128.el10_2.src.rpm
glibc-common,2.39,128.el10_2,x86_64,1072866,glibc-2.39-128.el10_2.src.rpm
glibc-gconv-extra,2.39,128.el10_2,x86_64,8163766,glibc-2.39-128.el10_2.src.rpm
glibc,2.39,128.el10_2,x86_64,6560770,glibc-2.39-128.el10_2.src.rpm
zlib-ng-compat,2.2.3,3.el10_1,x86_64,140888,zlib-ng-2.2.3-3.el10_1.src.rpm
libstdc++,14.3.1,4.4.el10,x86_64,2974161,gcc-14.3.1-4.4.el10.src.rpm
libxml2,2.12.5,10.el10_2.2,x86_64,1811939,libxml2-2.12.5-10.el10_2.2.src.rpm
libuuid,2.40.2,18.el10,x86_64,38213,util-linux-2.40.2-18.el10.src.rpm
audit-libs,4.0.3,5.el10,x86_64,371873,audit-4.0.3-5.el10.src.rpm
libtalloc,2.4.3,100.el10,x86_64,65565,libtalloc-2.4.3-100.el10.src.rpm
libblkid,2.40.2,18.el10,x86_64,268714,util-linux-2.40.2-18.el10.src.rpm
pam-libs,1.6.1,9.el10,x86_64,137895,pam-1.6.1-9.el10.src.rpm
libcap,2.69,7.el10_1.1,x86_64,228055,libcap-2.69-7.el10_1.1.src.rpm
systemd-libs,257,23.el10_2.2.rocky.0.1,x86_64,2411986,systemd-257-23.el10_2.2.rocky.0.1.src.rpm
libacl,2.4.0,1.el10_2,x86_64,45026,acl-2.4.0-1.el10_2.src.rpm
libcom_err,1.47.1,5.el10,x86_64,68697,e2fsprogs-1.47.1-5.el10.src.rpm
libtevent,0.17.1,100.el10,x86_64,107999,libtevent-0.17.1-100.el10.src.rpm
libdrm,2.4.128,1.el10,x86_64,416384,libdrm-2.4.128-1.el10.src.rpm
libtdb,1.4.14,100.el10,x86_64,111081,libtdb-1.4.14-100.el10.src.rpm
libldb,4.23.5,109.el10_2,x86_64,561309,samba-4.23.5-109.el10_2.src.rpm
elfutils-libelf,0.194,2.el10.rocky.0.1,x86_64,1172932,elfutils-0.194-2.el10.rocky.0.1.src.rpm
sqlite-libs,3.46.1,5.el10_1,x86_64,1575712,sqlite-3.46.1-5.el10_1.src.rpm
libusb1,1.0.30,1.el10_2,x86_64,175859,libusb1-1.0.30-1.el10_2.src.rpm
libpng,1.6.40,11.el10_2.1,x86_64,243390,libpng-1.6.40-11.el10_2.1.src.rpm
expat,2.7.3,1.el10_2.1,x86_64,316359,expat-2.7.3-1.el10_2.1.src.rpm
libseccomp,2.5.6,1.el10,x86_64,181747,libseccomp-2.5.6-1.el10.src.rpm
alsa-lib,1.2.15.3,2.el10,x86_64,1504466,alsa-lib-1.2.15.3-2.el10.src.rpm
libffi,3.4.4,10.el10,x86_64,87536,libffi-3.4.4-10.el10.src.rpm
libwayland-client,1.24.0,1.el10,x86_64,63496,wayland-1.24.0-1.el10.src.rpm
nspr,4.36.0,8.el10_1,x86_64,309528,nss-3.112.0-8.el10_1.src.rpm
gmp,6.2.1,12.el10,x86_64,829840,gmp-6.2.1-12.el10.src.rpm
nss-util,3.112.0,8.el10_1,x86_64,213736,nss-3.112.0-8.el10_1.src.rpm
gdbm-libs,1.23,14.el10,x86_64,124794,gdbm-1.23-14.el10.src.rpm
libsepol,3.10,1.el10,x86_64,857819,libsepol-3.10-1.el10.src.rpm
libselinux,3.10,1.el10,x86_64,201765,libselinux-3.10-1.el10.src.rpm
sed,4.9,5.el10,x86_64,877875,sed-4.9-5.el10.src.rpm
libmount,2.40.2,18.el10,x86_64,360098,util-linux-2.40.2-18.el10.src.rpm
libselinux-utils,3.10,1.el10,x86_64,369504,libselinux-3.10-1.el10.src.rpm
libsss_idmap,2.12.0,3.el10_2.1,x86_64,79726,sssd-2.12.0-3.el10_2.1.src.rpm
libsemanage,3.10,1.el10,x86_64,319483,libsemanage-3.10-1.el10.src.rpm
libbrotli,1.1.0,7.el10_1,x86_64,865514,brotli-1.1.0-7.el10_1.src.rpm
pciutils-libs,3.13.0,6.el10,x86_64,101729,pciutils-3.13.0-6.el10.src.rpm
libwebp,1.3.2,10.el10,x86_64,811986,libwebp-1.3.2-10.el10.src.rpm
libtiff,4.6.0,8.el10_2.4,x86_64,620355,libtiff-4.6.0-8.el10_2.4.src.rpm
cyrus-sasl-lib,2.1.28,30.el10_2,x86_64,728470,cyrus-sasl-2.1.28-30.el10_2.src.rpm
mpfr,4.2.1,8.el10,x86_64,855933,mpfr-4.2.1-8.el10.src.rpm
plymouth-core-libs,24.004.60,17.el10,x86_64,365124,plymouth-24.004.60-17.el10.src.rpm
libfdisk,2.40.2,18.el10,x86_64,379762,util-linux-2.40.2-18.el10.src.rpm
libgomp,14.3.1,4.4.el10,x86_64,540144,gcc-14.3.1-4.4.el10.src.rpm
libnghttp2,1.68.0,3.el10_2.2,x86_64,165820,nghttp2-1.68.0-3.el10_2.2.src.rpm
libsmartcols,2.40.2,18.el10,x86_64,184570,util-linux-2.40.2-18.el10.src.rpm
libtasn1,4.20.0,5.el10_2,x86_64,180515,libtasn1-4.20.0-5.el10_2.src.rpm
p11-kit,0.26.4,1.el10_2,x86_64,2652066,p11-kit-0.26.4-1.el10_2.src.rpm
p11-kit-trust,0.26.4,1.el10_2,x86_64,477305,p11-kit-0.26.4-1.el10_2.src.rpm
gnutls,3.8.10,4.el10_2,x86_64,4411387,gnutls-3.8.10-4.el10_2.src.rpm
glib2,2.80.4,12.el10_2.14,x86_64,15329679,glib2-2.80.4-12.el10_2.14.src.rpm
gdk-pixbuf2,2.42.12,4.el10_1.5,x86_64,2626909,gdk-pixbuf2-2.42.12-4.el10_1.5.src.rpm
polkit-libs,125,4.el10,x86_64,212764,polkit-125-4.el10.src.rpm
dconf,0.40.0,17.el10,x86_64,318805,dconf-0.40.0-17.el10.src.rpm
NetworkManager-libnm,1.56.0,2.el10_2,x86_64,10705233,NetworkManager-1.56.0-2.el10_2.src.rpm
gvfs-client,1.54.4,4.el10,x86_64,4318088,gvfs-1.54.4-4.el10.src.rpm
libsecret,0.21.2,8.el10,x86_64,582530,libsecret-0.21.2-8.el10.src.rpm
ibus-libs,1.5.32,1.el10,x86_64,888882,ibus-1.5.32-1.el10.src.rpm
libudisks2,2.11.0,2.el10_2.1,x86_64,1011404,udisks2-2.11.0-2.el10_2.1.src.rpm
libportal,0.9.0,3.el10,x86_64,237731,libportal-0.9.0-3.el10.src.rpm
libmbim,1.32.0,1.el10,x86_64,1142257,libmbim-1.32.0-1.el10.src.rpm
tar,1.35,11.el10,x86_64,3101972,tar-1.35-11.el10.src.rpm
libwayland-cursor,1.24.0,1.el10,x86_64,38160,wayland-1.24.0-1.el10.src.rpm
libbpf,1.7.0,1.el10,x86_64,440988,libbpf-1.7.0-1.el10.src.rpm
iproute,6.17.0,2.el10,x86_64,2281739,iproute-6.17.0-2.el10.src.rpm
e2fsprogs-libs,1.47.1,5.el10,x86_64,547823,e2fsprogs-1.47.1-5.el10.src.rpm
apr,1.7.5,3.el10,x86_64,309412,apr-1.7.5-3.el10.src.rpm
file-libs,5.45,9.el10,x86_64,10414622,file-5.45-9.el10.src.rpm
bluez-libs,5.85,1.el10,x86_64,207186,bluez-5.85-1.el10.src.rpm
iptables-libs,1.8.11,15.el10_2,x86_64,1843906,iptables-1.8.11-15.el10_2.src.rpm
jq,1.7.1,11.el10_2.2,x86_64,448961,jq-1.7.1-11.el10_2.2.src.rpm
numactl-libs,2.0.19,3.el10,x86_64,62382,numactl-2.0.19-3.el10.src.rpm
sg3_utils-libs,1.48,7.el10_2.1,x86_64,270837,sg3_utils-1.48-7.el10_2.1.src.rpm
libexif,0.6.24,9.el10_2.1,x86_64,2553256,libexif-0.6.24-9.el10_2.1.src.rpm
libsndfile,1.2.2,6.el10_2.1,x86_64,546732,libsndfile-1.2.2-6.el10_2.1.src.rpm
libwayland-egl,1.24.0,1.el10,x86_64,16786,wayland-1.24.0-1.el10.src.rpm
openjpeg2,2.5.2,5.el10,x86_64,456211,openjpeg2-2.5.2-5.el10.src.rpm
hyperv-daemons-license,0,0.50.20220731git.el10,noarch,18693,hyperv-daemons-0-0.50.20220731git.el10.src.rpm
gnome-control-center-filesystem,47.7,7.el10,noarch,0,gnome-control-center-47.7-7.el10.src.rpm
file,5.45,9.el10,x86_64,105815,file-5.45-9.el10.src.rpm
gdk-pixbuf2-modules,2.42.12,4.el10_1.5,x86_64,60781,gdk-pixbuf2-2.42.12-4.el10_1.5.src.rpm
gtk-update-icon-cache,3.24.43,5.el10,x86_64,67726,gtk3-3.24.43-5.el10.src.rpm
libnotify,0.8.6,1.el10,x86_64,133269,libnotify-0.8.6-1.el10.src.rpm
libxmlb,0.3.24,1.el10,x86_64,299363,libxmlb-0.3.24-1.el10.src.rpm
at-spi2-core,2.56.1,1.el10,x86_64,1590979,at-spi2-core-2.56.1-1.el10.src.rpm
atk,2.56.1,1.el10,x86_64,254598,at-spi2-core-2.56.1-1.el10.src.rpm
at-spi2-atk,2.56.1,1.el10,x86_64,298607,at-spi2-core-2.56.1-1.el10.src.rpm
enchant2,2.6.9,1.el10,x86_64,169228,enchant2-2.6.9-1.el10.src.rpm
nautilus-extensions,47.6,2.el10,x86_64,80542,nautilus-47.6-2.el10.src.rpm
gd,2.3.3,22.el10,x86_64,400915,gd-2.3.3-22.el10.src.rpm
shadow-utils-subid,4.15.0,11.el10,x86_64,55117,shadow-utils-4.15.0-11.el10.src.rpm
spirv-tools-libs,2025.4,1.el10,x86_64,6084792,spirv-tools-2025.4-1.el10.src.rpm
openexr-libs,3.1.10,8.el10_2.3,x86_64,6710248,openexr-3.1.10-8.el10_2.3.src.rpm
dmidecode,3.6,5.el10,x86_64,244531,dmidecode-3.6-5.el10.src.rpm
ethtool,6.15,2.el10,x86_64,1028583,ethtool-6.15-2.el10.src.rpm
libgcrypt,1.11.0,7.el10_2,x86_64,1635714,libgcrypt-1.11.0-7.el10_2.src.rpm
libnftnl,1.3.0,3.el10,x86_64,234794,libnftnl-1.3.0-3.el10.src.rpm
nftables,1.1.5,5.el10_2,x86_64,1117234,nftables-1.1.5-5.el10_2.src.rpm
criu,4.2,1.el10,x86_64,1610077,criu-4.2-1.el10.src.rpm
giflib,5.2.1,25.el10_2,x86_64,120600,giflib-5.2.1-25.el10_2.src.rpm
libei,1.5.0,1.el10,x86_64,113386,libei-1.5.0-1.el10.src.rpm
liblc3,1.1.3,1.el10,x86_64,170799,liblc3-1.1.3-1.el10.src.rpm
libtool-ltdl,2.4.7,14.el10,x86_64,71712,libtool-2.4.7-14.el10.src.rpm
mesa-filesystem,25.2.7,4.el10.rocky.0.1,x86_64,3682,mesa-25.2.7-4.el10.rocky.0.1.src.rpm
cmake-filesystem,3.31.8,1.el10,x86_64,0,cmake-3.31.8-1.el10.src.rpm
zlib-ng-compat-devel,2.2.3,3.el10_1,x86_64,109541,zlib-ng-2.2.3-3.el10_1.src.rpm
vim-data,9.1.083,9.el10_2.12,noarch,18353,vim-9.1.083-9.el10_2.12.src.rpm
redhat-text-vf-fonts,4.1.0,1.el10,noarch,464837,redhat-fonts-4.1.0-1.el10.src.rpm
redhat-mono-vf-fonts,4.1.0,1.el10,noarch,442340,redhat-fonts-4.1.0-1.el10.src.rpm
gsettings-desktop-schemas,47.1,4.el10,x86_64,5636158,gsettings-desktop-schemas-47.1-4.el10.src.rpm
emacs-filesystem,29.4,13.el10_2,noarch,0,emacs-29.4-13.el10_2.src.rpm
desktop-file-utils,0.26,15.el10_1,x86_64,234995,desktop-file-utils-0.26-15.el10_1.src.rpm
libxml2-devel,2.12.5,10.el10_2.2,x86_64,3551698,libxml2-2.12.5-10.el10_2.2.src.rpm
criu-libs,4.2,1.el10,x86_64,86818,criu-4.2-1.el10.src.rpm
crun,1.27,2.el10_2,x86_64,641174,crun-1.27-2.el10_2.src.rpm
libqmi,1.34.0,9.el10,x86_64,5464001,libqmi-1.34.0-9.el10.src.rpm
libjcat,0.2.5,1.el10,x86_64,227076,libjcat-0.2.5-1.el10.src.rpm
conmon,2.2.1,2.el10,x86_64,185741,conmon-2.2.1-2.el10.src.rpm
p11-kit-server,0.26.4,1.el10_2,x86_64,37016,p11-kit-0.26.4-1.el10_2.src.rpm
fftw-libs-single,3.3.10,15.el10,x86_64,3615171,fftw-3.3.10-15.el10.src.rpm
exiv2,0.28.3,5.el10,x86_64,12811341,exiv2-0.28.3-5.el10.src.rpm
exiv2-libs,0.28.3,5.el10,x86_64,2969202,exiv2-0.28.3-5.el10.src.rpm
erofs-utils,1.8.10,1.el10,x86_64,441094,erofs-utils-1.8.10-1.el10.src.rpm
libsepol-devel,3.10,1.el10,x86_64,124454,libsepol-3.10-1.el10.src.rpm
libselinux-devel,3.10,1.el10,x86_64,130954,libselinux-3.10-1.el10.src.rpm
gdbm,1.23,14.el10,x86_64,475463,gdbm-1.23-14.el10.src.rpm
perl-DynaLoader,1.56,514.el10,x86_64,32841,perl-5.40.2-514.el10.src.rpm
perl-vars,1.05,514.el10,noarch,3960,perl-5.40.2-514.el10.src.rpm
perl-libs,5.40.2,514.el10,x86_64,10261560,perl-5.40.2-514.el10.src.rpm
perl-NDBM_File,1.17,514.el10,x86_64,29126,perl-5.40.2-514.el10.src.rpm
perl-Fcntl,1.18,514.el10,x86_64,45991,perl-5.40.2-514.el10.src.rpm
perl-File-Basename,2.86,514.el10,noarch,14342,perl-5.40.2-514.el10.src.rpm
perl-Symbol,1.09,514.el10,noarch,6976,perl-5.40.2-514.el10.src.rpm
perl-Errno,1.38,514.el10,x86_64,8531,perl-5.40.2-514.el10.src.rpm
perl-POSIX,2.20,514.el10,x86_64,236585,perl-5.40.2-514.el10.src.rpm
perl-locale,1.12,514.el10,noarch,6653,perl-5.40.2-514.el10.src.rpm
perl-Class-Struct,0.68,514.el10,noarch,25968,perl-5.40.2-514.el10.src.rpm
perl-interpreter,5.40.2,514.el10,x86_64,125186,perl-5.40.2-514.el10.src.rpm
perl-overloading,0.02,514.el10,noarch,4961,perl-5.40.2-514.el10.src.rpm
perl-SelectSaver,1.02,514.el10,noarch,2220,perl-5.40.2-514.el10.src.rpm
perl-File-Find,1.44,514.el10,noarch,42951,perl-5.40.2-514.el10.src.rpm
perl-AutoLoader,5.74,514.el10,noarch,21029,perl-5.40.2-514.el10.src.rpm
perl-File-Compare,1.100.800,514.el10,noarch,5715,perl-5.40.2-514.el10.src.rpm
perl-base,2.27,514.el10,noarch,12844,perl-5.40.2-514.el10.src.rpm
perl-if,0.61.000,514.el10,noarch,5948,perl-5.40.2-514.el10.src.rpm
perl-mro,1.29,514.el10,x86_64,46620,perl-5.40.2-514.el10.src.rpm
perl-overload,1.37,514.el10,noarch,73252,perl-5.40.2-514.el10.src.rpm
perl-File-stat,1.14,514.el10,noarch,12808,perl-5.40.2-514.el10.src.rpm
perl-IO,1.55,514.el10,x86_64,154599,perl-5.40.2-514.el10.src.rpm
perl-FileHandle,2.05,514.el10,noarch,9568,perl-5.40.2-514.el10.src.rpm
perl-IPC-Open3,1.22,514.el10,noarch,22995,perl-5.40.2-514.el10.src.rpm
perl-File-Copy,2.41,514.el10,noarch,20089,perl-5.40.2-514.el10.src.rpm
autoconf,2.71,13.el10,noarch,2538885,autoconf-2.71-13.el10.src.rpm
nss-softokn-freebl,3.112.0,8.el10_1,x86_64,1076366,nss-3.112.0-8.el10_1.src.rpm
nss-softokn,3.112.0,8.el10_1,x86_64,1324235,nss-3.112.0-8.el10_1.src.rpm
libwayland-server,1.24.0,1.el10,x86_64,88584,wayland-1.24.0-1.el10.src.rpm
alsa-ucm,1.2.15.3,2.el10,noarch,646806,alsa-lib-1.2.15.3-2.el10.src.rpm
libss,1.47.1,5.el10,x86_64,76959,e2fsprogs-1.47.1-5.el10.src.rpm
